human_index	human_id	human_accession	gene_symbol	sequence_sha256
15316	sp|P01568|IFN21_HUMAN	P01568	IFN21	da08274d26e296a6bbe8dc7d9ae235c9c8fd2c2cde4299db8cff4e2094ed1344
15317	sp|P05543|THBG_HUMAN	P05543	THBG	1f50d72efbda29248d1a886078085b5599fef488a15db072a86d1dab7fcacda6
15318	sp|P06703|S10A6_HUMAN	P06703	S10A6	f1b80d54ece8688a10846faa217dfd41605378108f530ec216e92dff6141aa3f
15319	sp|P09326|CD48_HUMAN	P09326	CD48	a6c38656fe749cb76e0bc8f17c59b4df7343ff3df44095c5be2a456aef22a2f3
15320	sp|P11844|CRGA_HUMAN	P11844	CRGA	a94f30926d93d2c22125d11c3d408f64f45a3d6b8ac02d87ae0856d0f3a092d8
15321	sp|P15313|VATB1_HUMAN	P15313	VATB1	38da652f66ceea2814918ec153256ba8daf754690b1c2c5b55b812c1e2477509
15322	sp|P16581|LYAM2_HUMAN	P16581	LYAM2	f882612846d661bdc65565cad507904ce902a0c27860dbd9829f841914a7c3c2
15323	sp|P17038|ZNF43_HUMAN	P17038	ZNF43	f8e4ac0cfb1e112ddd5243ca461f40389413e041692eb6474c325f5631f6066a
15324	sp|P17706|PTN2_HUMAN	P17706	PTN2	1071fbd3caaaaf97c0e106135d87f642c2b996e7a7798f2736239d3d62e99955
15325	sp|P28288|ABCD3_HUMAN	P28288	ABCD3	4aafdf53da42ebcd4162503fe1aaa6bea27a07666b823a73d523751c7e909dc8
15326	sp|P28715|ERCC5_HUMAN	P28715	ERCC5	b64767e98e6e5e1c2a82135261c13c6ca5952863d25100a51648d043f27f4d43
15327	sp|P30408|T4S1_HUMAN	P30408	T4S1	29cf291b652c2f05a84c69c7c0587e869345a7e4d577502c2a378f93c1d5f517
15328	sp|P31995|FCG2C_HUMAN	P31995	FCG2C	b6d14b32f67213e2cf6d9ceb0b05a8d0c708e785bc73010122330d2743f5d8cf
15329	sp|P35503|UD13_HUMAN	P35503	UD13	021c190f132b75dcb59970b3d23c97db468e2ce2ae16a8eca553b65dd038e4d4
15330	sp|P38919|IF4A3_HUMAN	P38919	IF4A3	b8d9424649e6338232cbd11956a20dc129570325944185ed15a1e60cfb3c2add
15331	sp|P39059|COFA1_HUMAN	P39059	COFA1	5d58dc1d21a1096da4af0b2d965b5034ccefe78e7efe61a3898c720a1acd2d48
15332	sp|P46095|GPR6_HUMAN	P46095	GPR6	b453663681613982b7a3629d9428d894ee73622a545445125a310f808a69da97
15333	sp|P49895|IOD1_HUMAN	P49895	IOD1	ef5a49ff0a8ce2699162595f67025d2bcaef0689dc49f83401c7b5aecc30d912
15334	sp|P52741|ZN134_HUMAN	P52741	ZN134	c6fa17ae09cd7ab1e168b3c1f8732a48afc8c8db759feae5f692d415ede9e018
15335	sp|P53567|CEBPG_HUMAN	P53567	CEBPG	661099c4490be90f807600478592e7ea5365589d2058897b1c1ca72fad02bfdb
15336	sp|P59544|T2R50_HUMAN	P59544	T2R50	5e12f881e860be26066b395c209ba44d3b96ca851a5b70aa873896c09c850447
15337	sp|P62136|PP1A_HUMAN	P62136	PP1A	90fba215d01f00d4812d10d522eabf6eb6ac5ad1b47bff72a7da973f769ce28d
15338	sp|P62633|CNBP_HUMAN	P62633	CNBP	d594a8d3aa1431e1f9216a9f566fa6cbf9578a7d328b30d773a7cf340ddbed41
15339	sp|P63027|VAMP2_HUMAN	P63027	VAMP2	109524acc3b740756240138b4d786a05131a77914585ef4a6937d5a880c6c1e1
15340	sp|Q02556|IRF8_HUMAN	Q02556	IRF8	4ed60ef1a082609d055fa0d15578819571de63a6cc3d02e4c5ca77975b88cd6a
15341	sp|Q03393|PTPS_HUMAN	Q03393	PTPS	786aa563767b0f49961cd72c56fceec9ba2226e3ec11b8a4509826570cb5dd08
15342	sp|Q07065|CKAP4_HUMAN	Q07065	CKAP4	a69193e28b483478d78dd2a26eb76607fe5b7375c8a543976bc87874b0c17f41
15343	sp|Q08117|TLE5_HUMAN	Q08117	TLE5	01565d7e9e39301c2152697b64b13b69b8dd6a375b7dcc352bc5280dbde9e201
15344	sp|Q08257|QOR_HUMAN	Q08257	QOR	08e3784eb5ad2f98879c2b1adf64e099fc381e78944007e2c2f3e0674f3176ef
15345	sp|Q12996|CSTF3_HUMAN	Q12996	CSTF3	6bb58a2c485fac78121718454ccdd1e4f465ee68f57c649bf670db9fb7f2c3a5
15346	sp|Q13103|SPP24_HUMAN	Q13103	SPP24	17af120973e100bca02fef6e3760f2b6ea55c31bbb0c78a4de36dc26dcdabf22
15347	sp|Q14627|I13R2_HUMAN	Q14627	I13R2	19976f696e7fa9e96703add408358db6ea0e356345cd3f2028c7739fcf5ea0a5
15348	sp|Q14687|GSE1_HUMAN	Q14687	GSE1	e1c0de91d9c629773c345d8d73143e844a080f1f6cc633b96163fb9de00776de
15349	sp|Q15113|PCOC1_HUMAN	Q15113	PCOC1	4f2c48d06ba6bf368167f159be4ffa9a4efdfd26bb9d68b2c24ca88affe85309
15350	sp|Q15596|NCOA2_HUMAN	Q15596	NCOA2	873e4d8992906f338e9327452047a9bcc1098d2abd79347002ead3dd34e2fabd
15351	sp|Q16348|S15A2_HUMAN	Q16348	S15A2	afd3167420a2de20108ebe0dec3149dd0b4578e23fbf82c3cc872373bca0d2cf
15352	sp|Q16611|BAK_HUMAN	Q16611	BAK	2360f2a15601a5cc38328c092006a1e6f03db93252c1168c538315f5c6fdfd7f
15353	sp|Q53H54|TYW2_HUMAN	Q53H54	TYW2	5955241044158a84d2b5a81e206136d0c8e956060762e95a52bbc0e57b522b5f
15354	sp|Q5TAT6|CODA1_HUMAN	Q5TAT6	CODA1	c0dd58e28124680ca2997c836274c66b9524b8c2eb9bb3e45094f98b01e765b7
15355	sp|Q68CQ1|MROH7_HUMAN	Q68CQ1	MROH7	1b9d0a9c5c9682cacb97dd13965c07fda785618ebd19886f118983d21aac2b0a
15356	sp|Q6P2H8|TMM53_HUMAN	Q6P2H8	TMM53	9cfc6e1bb533ded7c2eb618d2e811cce7fa0c640ec858d60598f975bfeda5bb9
15357	sp|Q6ZUJ8|BCAP_HUMAN	Q6ZUJ8	BCAP	93d9870fa40170d0632688fa02452cf1f7f43620504622b4146b2cfd5e258691
15358	sp|Q7Z572|SPT21_HUMAN	Q7Z572	SPT21	feb0e5649386e101a4ddb76d1da68b71c484b9937b60411f3d7d4486748ec543
15359	sp|Q7Z5W3|BN3D2_HUMAN	Q7Z5W3	BN3D2	770f82bab4e2c7fca06408858d1a973085c73c88afb3a629b827ce2d6e77797a
15360	sp|Q7Z5Y6|BMP8A_HUMAN	Q7Z5Y6	BMP8A	241dfb50ea51b977c8472a5af3091a6bf1747617204b023a4b3d91b95107c13b
15361	sp|Q7Z6B7|SRGP1_HUMAN	Q7Z6B7	SRGP1	6464477cb708769e6dcc50b46c5f8dbb64b5fc4aeed024b3ce8b8f01c358e1ac
15362	sp|Q8IUC3|KRA71_HUMAN	Q8IUC3	KRA71	e32ad0b0e9ac3d0830ec2642e4013883c2bdc8c6b75d95eb21f788aca6d9ff20
15363	sp|Q8IVP5|FUND1_HUMAN	Q8IVP5	FUND1	8df99dbc61bee0f45ebe29316100acce23dbf9f9d188f44b2327d628cba4a283
15364	sp|Q8IXY8|PPIL6_HUMAN	Q8IXY8	PPIL6	2d42ea5a34b7c41cecac6cf67a2c16b5e0af0bff116959dc211f722aefad4dd0
15365	sp|Q8IYB3|SRRM1_HUMAN	Q8IYB3	SRRM1	59cd492a9864f6be196adcf66fc692fb4473ef4bb696b8aa17b84d7f0400deac
15366	sp|Q8N423|LIRB2_HUMAN	Q8N423	LIRB2	0cfb31ca309b34b6ae35760ea1afd44d91b4a5c27c99779a295d4371bd0d5466
15367	sp|Q8N5I9|NOPC1_HUMAN	Q8N5I9	NOPC1	42b1acefc418e70e9188d5e94ddb77d9ca36ac137ad89c97328c7a0441a46d8e
15368	sp|Q8N6Y0|USBP1_HUMAN	Q8N6Y0	USBP1	7e2bca7a09296f3f36739ec611bc51265c63bf84e857c08ff583d9e5cb72ed67
15369	sp|Q8NBX0|SCPDL_HUMAN	Q8NBX0	SCPDL	73fbde01ce7086278bfcd301d2de3c04c9ddec6be91dadcdc9580a94ce95ab1a
15370	sp|Q8NDA8|MROH1_HUMAN	Q8NDA8	MROH1	88a021b62f77e4687cebf0314600d8efce4d94080ab0808c91cbbe7f99602e5d
15371	sp|Q8NDQ6|ZN540_HUMAN	Q8NDQ6	ZN540	0c0e2a065f685672e04bc3fa1cc27a7ab843c571e604dc35fe13322a3c40a432
15372	sp|Q8NH95|O13C6_HUMAN	Q8NH95	O13C6	1dc9316bc009de859d97457b00bbf2807c3f6dd68a3a60f4ce386d7a2bf94823
15373	sp|Q8WVB6|CTF18_HUMAN	Q8WVB6	CTF18	c031e81332674116273463d580ec4fc4971f10fc6b9a8c569d0f54b3e4d69752
15374	sp|Q8WVY7|UBCP1_HUMAN	Q8WVY7	UBCP1	8de8547bfeb2f4fe15907cb606720b396d8cb6f0a0218b5a06301b62acd2bc24
15375	sp|Q92673|SORL_HUMAN	Q92673	SORL	ab42f4cf5692e2fac4d32e224498ef2079c00cd96a1f148dbf6efbf4c3a96d97
15376	sp|Q92835|SHIP1_HUMAN	Q92835	SHIP1	6162b17907607d9b41ec56d5672c104c2596dc26c9f5638e327985ddd21a0499
15377	sp|Q969F1|TF3C6_HUMAN	Q969F1	TF3C6	19c37478be70a6dedd01e5aa2685e7f9c7ce2215489ca72b2db87149b13b7edd
15378	sp|Q96B02|UBE2W_HUMAN	Q96B02	UBE2W	47e2ed149f28fb0da121a4f41074066a2b9082bc579ad4a2f20ce3a0c4cd3727
15379	sp|Q96C34|RUND1_HUMAN	Q96C34	RUND1	7fe2443e9cfc45cbf86202febbd73193c1d4082e8a098af560bde74fce1f5af2
15380	sp|Q96GC5|RM48_HUMAN	Q96GC5	RM48	6c75e54294834d824e6e344b0a06db042dd30c59d5b241b72fdd35e17b8482bc
15381	sp|Q96GR4|ZDH12_HUMAN	Q96GR4	ZDH12	a67cb8e6161a513df96b8f6e7a606ae77c329969afa92a43b980899718053d08
15382	sp|Q96IY1|NSL1_HUMAN	Q96IY1	NSL1	76162f9488c4927d6a3bead040b07f344410fb3ca0a6cb49a241b610bd2df9f3
15383	sp|Q96JB8|MPP4_HUMAN	Q96JB8	MPP4	53c83c59d152cb66818febf8313ee4ef973d08bbccf6c5416cc8bbca7357a751
15384	sp|Q96JS3|PGBD1_HUMAN	Q96JS3	PGBD1	b64f124bac81776bc77032f2b6110955f1db1595c8c8f67c1454c9918e9e6af7
15385	sp|Q9BQY4|RHXF2_HUMAN	Q9BQY4	RHXF2	23674ebc2851b0036e981a7fc04b6aff6f91a9131ebc2c2191bd222411454562
15386	sp|Q9H1E5|TMX4_HUMAN	Q9H1E5	TMX4	0c1c9fd10c5f7dfe9b60e94d8489bc3b6bac1f8c96f7c2c173539cc53561d821
15387	sp|Q9H2K2|TNKS2_HUMAN	Q9H2K2	TNKS2	43b649a8e088a5c0054cc47c614cb08dbb1eac2e071a42ec86f2ab44f117d073
15388	sp|Q9H2T7|RBP17_HUMAN	Q9H2T7	RBP17	799fee36a2efa7fa05a6cb3130f0ec85c95dfb2f74e727e22befddcc95925916
15389	sp|Q9H5Z6|F124B_HUMAN	Q9H5Z6	F124B	1e8e80d11641b8c255493efd1977011216293962e7bbc6ba043bf9f07a932155
15390	sp|Q9H6S3|ES8L2_HUMAN	Q9H6S3	ES8L2	46303942f3a8936f635d10701b267d7aaa4edeb71588e779f95cfcbbcafc95ec
15391	sp|Q9NRX2|RM17_HUMAN	Q9NRX2	RM17	c23e00b5cf763f5b33b67a3fb2b4fec564bbdb9e67db5f39856cc3aad8ceb262
15392	sp|Q9NS40|KCNH7_HUMAN	Q9NS40	KCNH7	4b4bf5412fee1e9e82191d444e0788e1f5ca809cee5a9a72392e055a2ea0ece1
15393	sp|Q9NYK5|RM39_HUMAN	Q9NYK5	RM39	a1f61d18653e8a2192fe361bb6dced284235b86ede98beb2a4c9e278e0a82752
15394	sp|Q9NZ81|PRR13_HUMAN	Q9NZ81	PRR13	ed2100834911dd954a5f412158fd23cad6832c0124cb82316908a9cc6fdda4cd
15395	sp|Q9UI38|TSP50_HUMAN	Q9UI38	TSP50	bbda8a7b966b7d0b1af94719be6cc3df76ee96fe5ea90625f6c75539e33146d1
15396	sp|Q9UKW6|ELF5_HUMAN	Q9UKW6	ELF5	e1e7fbdabe5ae0d06e1d658d18508decce0e70a9ca20610788f28fd55b468786
15397	sp|Q9ULZ0|T53G3_HUMAN	Q9ULZ0	T53G3	7bfb1b362e6a5f5665621f8713d1925fb79e372cc165d255be8690ecdc4fa8b4
15398	sp|Q9UN79|SOX13_HUMAN	Q9UN79	SOX13	5bd39d691041e15fe9209a6a10b854c1c83a6ec7c362f4d972d5ce464a5d6ae1
15399	sp|Q9Y342|PLLP_HUMAN	Q9Y342	PLLP	94b0c52e63829d772c7dff238793012d571262b1f78ce10cd46a192b3ca29c24
15400	sp|A8MU10|YQ047_HUMAN	A8MU10	YQ047	6e7734b4874be00856cf3fe1fda1deb9d1c89bac5596ba089c581d4b94c81f4f
15401	sp|C0HM83|SHMOS_HUMAN	C0HM83	SHMOS	e7293017b3978023324677f805e979fa8b95a52634c9d443550de4b4eeee8f8a
15402	sp|O15212|PFD6_HUMAN	O15212	PFD6	1204f5f60837ba01ea34f2dd27e3f03987083a73aff429e141de74d41c70610f
15403	sp|O43157|PLXB1_HUMAN	O43157	PLXB1	d078184a498793e0757e7365ec391969d8cb83d5939bcd3fe2cef32712aad0e0
15404	sp|O94812|BAIP3_HUMAN	O94812	BAIP3	fc469288a19167da8c235ec50af20a6d0c2af5529b759f5786722592bdf46058
15405	sp|P01857|IGHG1_HUMAN	P01857	IGHG1	e5e56376e328215ccbc6cc341e9cfa37094255c510ab2348dd26ae2b458afc51
15406	sp|P04839|CY24B_HUMAN	P04839	CY24B	cc35fa7eda9edd48ed92ee7389120fa45d068e178002964b52513b874ecfe555
15407	sp|P08100|OPSD_HUMAN	P08100	OPSD	b59611b13c3509dcbb28613b8c35f400f97e67788dcf416dce0511a576c347c1
15408	sp|P0DMW4|SIL2A_HUMAN	P0DMW4	SIL2A	693da0ad2b7fd8685da070e0d507c8cd291148d3523f08a3d15303e9c6e039b2
15409	sp|P14653|HXB1_HUMAN	P14653	HXB1	af1df10c76277bc231c168f807e46a163e3531f11dc3c013f9d20c15eaf76912
15410	sp|P14778|IL1R1_HUMAN	P14778	IL1R1	c2b68be4c56565f6e7ef5b70b4afa998e7c154c1c482c7b9bf9f3dede2e49f88
15411	sp|P19438|TNR1A_HUMAN	P19438	TNR1A	67798edab4531e17cdc23203459a594909edf57e9e01653fba722356c72ef5aa
15412	sp|P20827|EFNA1_HUMAN	P20827	EFNA1	f98c1e3806bd21d7812ec2e390ad685035317839e66d9e0920fd4e30ccb928b6
15413	sp|P22307|SCP2_HUMAN	P22307	SCP2	c1179b708563ec0df96931e73ef0a95ebbc661a7fe0020f9b224a2fd34873938
15414	sp|P23560|BDNF_HUMAN	P23560	BDNF	262e20d9ce444a3c564f51cdc05ff049260a16257614d2c654aace1e9cfaeafd
15415	sp|P24530|EDNRB_HUMAN	P24530	EDNRB	f203a5007cc0cf30ec43027c8736358176c0552936baf0844f0941c060996961
15416	sp|P28062|PSB8_HUMAN	P28062	PSB8	83945d9fcb2aaebd904672ac3429647c8074c7a3e7327c3a987047068a5d591d
15417	sp|P28676|GRAN_HUMAN	P28676	GRAN	661b8173ee7a1fc2f9e49373060ee9607cc3380bedfbadfe6d4262becd94c312
15418	sp|P41250|GARS_HUMAN	P41250	GARS	e6a7a7a9a35691fea0d0b70c32f9bf1e248f2e957743c67dd341fc294cf94946
15419	sp|P46952|3HAO_HUMAN	P46952	3HAO	4351d5da0923c75f72d563cfb7cb6e13f36325a5e6645ba419f60c9301ca69f9
15420	sp|P53778|MK12_HUMAN	P53778	MK12	ed5a02452faa78c3e9ec0d6310c3e0a240592018bf62a3aa92ccfb981d7a3d55
15421	sp|P54855|UDB15_HUMAN	P54855	UDB15	3e3af325b89d5ed51da3da463c36afac892f1a9edc41526128113831bbee4dbc
15422	sp|P55289|CAD12_HUMAN	P55289	CAD12	ac205be27f1d4db79fa1ddcb410918c0fb39cad25358118c26b4b09df3da6800
15423	sp|P61218|RPAB2_HUMAN	P61218	RPAB2	0e0431d27dd69d912a0b281f7d28a3826e99c63bdbff2f296ff2531162013bd7
15424	sp|P80192|M3K9_HUMAN	P80192	M3K9	6d5dc046360ddf30d8e647741d3fcf83873c4b533f6da6801cfe749d7921d896
15425	sp|P84101|SERF2_HUMAN	P84101	SERF2	3ef5d71859a6cba16eacdbf430edf65fa54e4fb9dc495cefefcdfc92dbce009b
15426	sp|Q01814|AT2B2_HUMAN	Q01814	AT2B2	77ac523efdcd3706138af0abba50695824aa56e4e0d62fd399ab99ad7d620138
15427	sp|Q04756|HGFA_HUMAN	Q04756	HGFA	ac31bf5f0ecf82bc4a361efd78b100a53f99259b1379286c4326a1d2d7476aaf
15428	sp|Q05066|SRY_HUMAN	Q05066	SRY	623d797ddf30f3382abb0179b1d0e68d33b644c6e20a45345b720f77dbfc0d2f
15429	sp|Q07617|SPAG1_HUMAN	Q07617	SPAG1	bc8fd1f3a36070d917f4cf188e2ed80dcc6997c2669ee9426c6dbd73da435bf7
15430	sp|Q07889|SOS1_HUMAN	Q07889	SOS1	c03733fc6f7569b39bc39c3dc02c986311ac0268b2298e8693221c722cff6861
15431	sp|Q08945|SSRP1_HUMAN	Q08945	SSRP1	1c7b9c16382b98e1a4930dfa63aa59c03e17c00667cc1afc907065d342badfd5
15432	sp|Q14524|SCN5A_HUMAN	Q14524	SCN5A	3b1719ba4947964cb94b865175fff405120a047e44643495f0965aa8178f7f49
15433	sp|Q14554|PDIA5_HUMAN	Q14554	PDIA5	34bdd59af61ffcc99e9f9a3922badcf59b073d62331ecbec893651f11d672420
15434	sp|Q1T7F1|CCB42_HUMAN	Q1T7F1	CCB42	e70b15c4c8fd6776c05ce62aa5e7dcc2b1bda80b98cbc4c0250f9af14f5e15f4
15435	sp|Q1W209|ESRG_HUMAN	Q1W209	ESRG	3d40f5c9e156c68e3ed278f1aff7968323395c43c964b774b6519f70db86a06b
15436	sp|Q32NB8|PGPS1_HUMAN	Q32NB8	PGPS1	c840da4fcf55fdfd402367f64159f541e89ce6fd087ad7fcab94932edc398dfd
15437	sp|Q504Y2|PKDCC_HUMAN	Q504Y2	PKDCC	cb2b8548db6188d9186fcbe306a7da1f62f03efb101ee3d590b40ba460d6f7a8
15438	sp|Q5BKZ1|ZN326_HUMAN	Q5BKZ1	ZN326	9af3e9363d6813acc8ca9599e7804ac51c035d13010bf016efa8cc99cca6e5ef
15439	sp|Q5HY92|FIGN_HUMAN	Q5HY92	FIGN	2345cd0935643caf21b9ab565512066695277d989c4ce816250655a1b82797a1
15440	sp|Q5SXM2|SNPC4_HUMAN	Q5SXM2	SNPC4	e97d140587b996664c5add4a0ff5c1b25d4faaa6fcc7c850d9852fe11e90b6bf
15441	sp|Q69YI7|NAIF1_HUMAN	Q69YI7	NAIF1	959eaad410fb21ba4b4e511b6ceafde4306a0fec2ef386fe6c0e0888ec6079f7
15442	sp|Q6AWC8|YK026_HUMAN	Q6AWC8	YK026	0d62432f13eb24fb44576b5d7ccbe81c40f5d6b3d8f45e1e526fb3edfe52e146
15443	sp|Q6IE81|JADE1_HUMAN	Q6IE81	JADE1	74224be8f0175336e3b08902a4f1f37601d87d9e2b47d58c62e227aa8fd5397e
15444	sp|Q6NUM9|RETST_HUMAN	Q6NUM9	RETST	0a7ee1ddc88645a4c2bf3acc2fc6424237d582542a6a2e7c4e3744825f499066
15445	sp|Q6P435|SMG1L_HUMAN	Q6P435	SMG1L	7fd3256f62aa1f5d263a81abc71ac802d3c9579732e204aef3aefb0c169590d4
15446	sp|Q6W3E5|GDPD4_HUMAN	Q6W3E5	GDPD4	808ecc5be6375320c1d666825df6de19e44af89e494e9d469622ea1081188ce7
15447	sp|Q6ZN92|DUTL_HUMAN	Q6ZN92	DUTL	18abf9582bcfb5cd3043c6ff95d7ac515756f1e00e2ddd861321c95c0da8f5c7
15448	sp|Q6ZR03|YU004_HUMAN	Q6ZR03	YU004	12d2ab8550bc0ec40535b044413ff982dc70defdcfc9e46eb2ac1aa96020beb9
15449	sp|Q6ZVH6|YK004_HUMAN	Q6ZVH6	YK004	2961fc21a6ca2cc9ebdecee3a513bba39c396523c25c37952a3e1e679203e4e6
15450	sp|Q75VX8|GARE2_HUMAN	Q75VX8	GARE2	a5031210f18bae2bdd8ecaa92bd1097bca7984b0cf8203cd09d3103e4510ecfa
15451	sp|Q7L523|RRAGA_HUMAN	Q7L523	RRAGA	b54fa907abb3d37d8f16c468736e0014ba60545efb16ef2dcd95e547ece9bc0c
15452	sp|Q86TH1|ATL2_HUMAN	Q86TH1	ATL2	7d42df0510db350ee8f1f903091b09138df79a8cc9d37fe53ce2dc3428256338
15453	sp|Q86X29|LSR_HUMAN	Q86X29	LSR	619ada190c28c3ee0553141e235ad1f74ab19488062e685c6d11069bf3d11b18
15454	sp|Q8IU80|TMPS6_HUMAN	Q8IU80	TMPS6	2e8dbcaee122b2172ace996cbdd3510a635e8d860b101a72e0966c00c7d9685b
15455	sp|Q8IUI8|CRLF3_HUMAN	Q8IUI8	CRLF3	756adce6e5d9620e6e814e444f99e99b535d697947060c4410133ccf437fd020
15456	sp|Q8IWJ2|GCC2_HUMAN	Q8IWJ2	GCC2	3cfc2b6801ca46b176cd853fd54ca1f31d218cd370ce26e88a7a039b9e92a806
15457	sp|Q8IWZ3|ANKH1_HUMAN	Q8IWZ3	ANKH1	f02c60e924a95324de9f03ec21f5f8e9c369c3f63f32df00b37f53dde4ceff70
15458	sp|Q8IXB3|TARG1_HUMAN	Q8IXB3	TARG1	8cb165baaedfb269d39de60c4d2bea63134b9229967df42dd36624376b083a8d
15459	sp|Q8IYB0|YK038_HUMAN	Q8IYB0	YK038	af53f0f3c625bfab431b5030480b420fed466555221c591683cc98bfdc3c42ce
15460	sp|Q8IZN7|D107A_HUMAN	Q8IZN7	D107A	c81b008c87b81ad214868eb13311689f394d1d0826109b3f9de41a6467f30b07
15461	sp|Q8N5G2|MACOI_HUMAN	Q8N5G2	MACOI	234ac46bbcc5d87282b0d046a68324d2da478fff76e2a24c0c2757823aae1298
15462	sp|Q8N5I3|KCNRG_HUMAN	Q8N5I3	KCNRG	775a5ed4aae29b296416b26277b53ee47b1c7ebda4c137bfaeacb423025ce0f6
15463	sp|Q8N9G6|YJ012_HUMAN	Q8N9G6	YJ012	baef6922226f43321e2487b48f9d2129145ec78a4c4d29fce00dcd799461bb65
15464	sp|Q8NH18|OR5J2_HUMAN	Q8NH18	OR5J2	e1824045d1664fc18cc9ad7837ef670af97dc68e96d46890198e3caf990e0aa7
15465	sp|Q8TBZ3|WDR20_HUMAN	Q8TBZ3	WDR20	677ebd3c50edb78ec1d6a6dcca2ccb4097b6fe43f09766991da41ee7ff23eb15
15466	sp|Q92597|NDRG1_HUMAN	Q92597	NDRG1	e60fb3a5a1c9eb9cd1346cd7a533c0e72c427662cbc56d6bf46659a7639d058c
15467	sp|Q92615|LAR4B_HUMAN	Q92615	LAR4B	7d0e7015e56114175dd0b53f4d94b9b246eecd9bd9a731000ae0388774a2f5e5
15468	sp|Q96AY4|TTC28_HUMAN	Q96AY4	TTC28	aa4b020ce6b91d6f57c0425fcf8a4c3f00b8d887c0fd76ee1fdd523f19111c4a
15469	sp|Q96E16|SMI19_HUMAN	Q96E16	SMI19	fca954a50a5ad5b38b2aa838ccafb579bd87304a1da22f8a969d7ad5c699f540
15470	sp|Q96EZ8|MCRS1_HUMAN	Q96EZ8	MCRS1	c98bc6b1ebb3f3864869706c689e6589ad7201e23223761b696bd3f1cc1bcd72
15471	sp|Q96FX2|DPH3_HUMAN	Q96FX2	DPH3	9bc7c571ed0696aab4492b1c263edee65f55fa79e0a951e2aa9de08c798e42f4
15472	sp|Q96M96|FGD4_HUMAN	Q96M96	FGD4	7dabaaa31d60df9f4b73d18a1a6b8a5fba5a4612b8bb4a07a6feeafa62702e91
15473	sp|Q96N76|HUTU_HUMAN	Q96N76	HUTU	cb11b286def634bd95b0625ed6c40c6cb87253c96bcd394d18a0793e3c6b27ef
15474	sp|Q99909|SSX3_HUMAN	Q99909	SSX3	f38f26ee3f8b12b06ee98f4c2435a68d951f61309cb916571ac7140d020d32a2
15475	sp|Q9GZT4|SRR_HUMAN	Q9GZT4	SRR	0e3ec50e5699b64579aa5303b454887875ba26e37c98b0d4a2f342c903605d0d
15476	sp|Q9H0D2|ZN541_HUMAN	Q9H0D2	ZN541	68d3bd7de5c7276a9dde6c4158c1c536d03bd1f6c1c850521dcab49b07cdc818
15477	sp|Q9H1C0|LPAR5_HUMAN	Q9H1C0	LPAR5	2fff11c4b185022ab1999b4b9619369440eebd4d8efd1ce394a71e0b416e9f27
15478	sp|Q9H379|YI012_HUMAN	Q9H379	YI012	0872bb5f3c3b35da8d8b71844996a7e0680040b78b1c0da610112366145a544f
15479	sp|Q9H3D4|P63_HUMAN	Q9H3D4	P63	33a4133f272286d3fc59b4d999c7943ec17ba28ad5e150c7e3383b30b3d5d6ee
15480	sp|Q9H4I8|SEHL2_HUMAN	Q9H4I8	SEHL2	02bda7c5eb83da10fa0030a561e78a692121d11f2956ac5147e735909a272356
15481	sp|Q9H8V8|YD018_HUMAN	Q9H8V8	YD018	90f17f857f028386b289bc8a315962e1066902ca88ed1c9d84ec55f996573ea3
15482	sp|Q9HAA7|YG046_HUMAN	Q9HAA7	YG046	bb8d5206b84ecbeaa2f3328d438f7d631b13608d173d6513f3ef337e232589f3
15483	sp|Q9HBW9|AGRL4_HUMAN	Q9HBW9	AGRL4	cc63c92b64f9733d669f8d22e880ecd0b980d2c6df03db5e1f564c23e8fe1d36
15484	sp|Q9N2J8|ENH3_HUMAN	Q9N2J8	ENH3	ca7ec170f5a33ade0e19671222638911f22da6e06aa5a9faf6931d655f972f96
15485	sp|Q9NP85|PODO_HUMAN	Q9NP85	PODO	15f5c53738a62526097bdc539dd45c98c868f53f7213cdaf66a13d9f2b8cb823
15486	sp|Q9NQ69|LHX9_HUMAN	Q9NQ69	LHX9	94bee76bac65bd42a50742c31e66d375d79645a2b6346896e933bc57f606545f
15487	sp|Q9NV66|TYW1_HUMAN	Q9NV66	TYW1	8d4073190882e6e8080ceb9fc8825df70d4add5a7f7a66b3d14ac57410048e5a
15488	sp|Q9NVF7|FBX28_HUMAN	Q9NVF7	FBX28	70b8916186c93b74299b1e1f46aa3bb963bcdcb795fba16e50ac367ff84d4859
15489	sp|Q9NWZ5|UCKL1_HUMAN	Q9NWZ5	UCKL1	e78407c154c32f6e5887bb27ecf953a5f2bf2d09567dc37f602a9d4e3ac8caa6
15490	sp|Q9NX00|TM160_HUMAN	Q9NX00	TM160	e706065d502d18b62bca5d181ef1ef3d6e2844016d9dde3c0a6d24aea0dc2d81
15491	sp|Q9NZ94|NLGN3_HUMAN	Q9NZ94	NLGN3	67e5458de7f49a5d04e04c0a3f129deea8b5aa9054b5e300317aacc8db80ffa8
15492	sp|Q9P266|JCAD_HUMAN	Q9P266	JCAD	1d0f7bd5f2c96f3c4da4f1ecc4e0fe7da1054d9e2f7c6bfcbde3fdd77c90cce1
15493	sp|Q9UF83|YM012_HUMAN	Q9UF83	YM012	eb7c96cf920816bd6d49afe6d5ef66a6db4fe93dd14db8d228ac46272885a7f0
15494	sp|Q9UFV3|YO007_HUMAN	Q9UFV3	YO007	35e162abb9071779284b1c3c1366f203abcbd94f09110594e1ba4d1a8a435e06
